CustomerID,FirstName,LastName,DateOfBirth,Gender,Province,City,CustomerSegment,JoinDate,RiskRating,EmploymentStatus,AnnualIncome,IsActive
C000510,Fatima,Khan,1978-05-19,Male,Gauteng,Midrand,Emerging Affluent,2023-03-17,Low,Employed,308780,True
C000511,Fatima,Jacobs,1998-09-09,Male,Limpopo,Polokwane,Emerging Affluent,2022-06-10,Medium,Employed,300252,True
C000512,Neo,Adams,1956-08-17,Female,Mpumalanga,Mbombela,Affluent,2023-03-30,Low,Employed,785266,True
C000513,Kagiso,Govender,1998-10-04,Male,Eastern Cape,East London,Mass Market,2022-12-27,Medium,Employed,206910,True
C000514,Kagiso,Smith,1987-03-17,Female,Gauteng,Centurion,Emerging Affluent,2025-03-02,Low,Employed,508712,True
C000515,Sipho,Daniels,1997-11-17,Female,Gauteng,Centurion,Emerging Affluent,2026-05-26,High,Employed,515770,True
C000516,Jason,Khan,1994-09-29,Male,Western Cape,Bellville,Emerging Affluent,2022-01-01,Low,Employed,291883,True
C000517,Karabo,Williams,1975-12-27,Male,KwaZulu-Natal,Richards Bay,Mass Market,2024-02-02,Medium,Employed,225773,True
C000518,Ethan,Dlamini,1950-04-19,Female,Gauteng,Midrand,Emerging Affluent,2024-08-20,Low,Employed,452103,True
C000519,Mpho,Smith,1994-08-01,Male,KwaZulu-Natal,Umhlanga,Affluent,2023-02-23,Medium,Employed,1114454,True
C000520,Mpho,Jacobs,1984-01-26,Male,KwaZulu-Natal,Durban,Mass Market,2024-06-10,Medium,Student,40801,True
C000521,Tshepo,Adams,1988-03-30,Female,Gauteng,Johannesburg,Mass Market,2023-05-23,Medium,Employed,161891,True
C000522,Nomsa,Botha,1990-05-03,Female,KwaZulu-Natal,Durban,Mass Market,2024-11-03,Low,Unemployed,32894,True
C000523,Ruan,Molefe,1972-10-04,Male,Western Cape,Stellenbosch,Mass Market,2026-02-23,Medium,Employed,135700,True
C000524,Daniel,Naidoo,1991-10-26,Female,KwaZulu-Natal,Umhlanga,Mass Market,2023-10-24,Medium,Employed,191364,True
C000525,Mpho,Molefe,2002-10-05,Male,KwaZulu-Natal,Pietermaritzburg,Mass Market,2023-08-13,Low,Retired,253329,True
C000526,Lerato,Khumalo,1961-07-13,Female,Eastern Cape,Gqeberha,Emerging Affluent,2023-05-29,Medium,Employed,286975,True
C000527,Megan,Molefe,1964-06-19,Male,Gauteng,Johannesburg,Mass Market,2022-07-01,Medium,Employed,79950,True
C000528,Naledi,Molefe,1990-11-04,Female,Eastern Cape,East London,Affluent,2026-01-10,Low,Self-Employed,695103,False
C000529,Zanele,Molefe,1978-05-06,Female,KwaZulu-Natal,Pietermaritzburg,Mass Market,2022-10-15,Medium,Employed,207160,True
C000530,Megan,Naidoo,1989-05-31,Male,Gauteng,Midrand,Mass Market,2024-06-21,Medium,Unemployed,94653,True
C000531,Nomsa,Khumalo,1972-10-26,Female,Mpumalanga,eMalahleni,Emerging Affluent,2024-11-11,Low,Employed,611648,True
C000532,Ethan,Williams,2001-03-02,Male,Eastern Cape,Mthatha,Affluent,2024-02-11,Low,Employed,832651,True
C000533,Sibusiso,Meyer,2000-04-19,Female,Western Cape,George,Emerging Affluent,2024-06-30,Low,Self-Employed,345529,True
C000534,Naledi,Botha,1962-02-16,Male,KwaZulu-Natal,Pietermaritzburg,Emerging Affluent,2022-02-07,Low,Self-Employed,338042,True
C000535,Megan,Ndlovu,1991-07-19,Female,Eastern Cape,Gqeberha,Mass Market,2024-06-05,Low,Retired,216483,True
C000536,Tshepo,Williams,1971-07-17,Female,KwaZulu-Natal,Richards Bay,Emerging Affluent,2026-03-10,Medium,Self-Employed,381109,False
C000537,Ayesha,Radebe,1967-07-11,Male,Eastern Cape,Gqeberha,Emerging Affluent,2022-12-22,Low,Employed,389485,True
C000538,Naledi,Pillay,1982-01-21,Male,Gauteng,Midrand,Mass Market,2022-04-18,Medium,Unemployed,97413,True
C000539,Ruan,Williams,1969-12-01,Female,KwaZulu-Natal,Richards Bay,Mass Market,2024-10-30,Low,Self-Employed,251701,True
C000540,Karabo,Meyer,1952-02-10,Female,Eastern Cape,Gqeberha,Emerging Affluent,2022-07-01,Low,Employed,337763,True
C000541,Zanele,Govender,1968-04-13,Male,Limpopo,Tzaneen,Emerging Affluent,2025-04-07,Low,Employed,416140,True
C000542,Imran,Ndlovu,1970-05-23,Male,KwaZulu-Natal,Durban,Emerging Affluent,2023-03-05,High,Employed,295310,True
C000543,Tshepo,Radebe,1998-10-17,Female,Gauteng,Soweto,Mass Market,2025-06-13,Medium,Student,31517,True
C000544,Kagiso,Molefe,1957-02-09,Male,Western Cape,Bellville,Mass Market,2022-07-14,Medium,Unemployed,55897,True
C000545,Daniel,Govender,1952-04-05,Male,KwaZulu-Natal,Richards Bay,Mass Market,2023-12-28,Low,Employed,264136,True
C000546,Sipho,Smith,1989-09-04,Male,Gauteng,Midrand,Mass Market,2026-03-06,Medium,Employed,151573,True
C000547,Mpho,Molefe,1968-06-10,Male,Limpopo,Polokwane,Emerging Affluent,2023-07-17,Low,Employed,409279,True
C000548,Sibusiso,Molefe,1950-01-28,Female,Gauteng,Soweto,Mass Market,2022-11-18,Medium,Employed,211757,True
C000549,Megan,Govender,1961-08-04,Female,KwaZulu-Natal,Richards Bay,Emerging Affluent,2023-03-15,Low,Retired,553040,True
C000550,Zanele,Meyer,1952-05-16,Female,Western Cape,Cape Town,Mass Market,2022-08-15,Low,Employed,265772,True
C000551,Lerato,Gumede,2002-08-26,Female,North West,Mahikeng,Mass Market,2023-04-04,Medium,Employed,205084,True
C000552,Lerato,Smith,1981-03-16,Female,Gauteng,Johannesburg,Mass Market,2025-10-07,Medium,Employed,147425,True
C000553,Sibusiso,Cele,1991-10-22,Male,Limpopo,Tzaneen,Emerging Affluent,2025-09-02,Medium,Employed,355541,True
C000554,Ruan,Govender,1994-05-03,Female,Gauteng,Johannesburg,Mass Market,2023-03-13,High,Unemployed,564,True
C000555,Fatima,Meyer,1982-12-10,Female,KwaZulu-Natal,Durban,Mass Market,2023-05-31,Medium,Employed,180033,True
C000556,Karabo,Daniels,1951-10-01,Male,Eastern Cape,Mthatha,Mass Market,2023-10-18,Medium,Employed,74860,True
C000557,Megan,Daniels,1953-12-06,Female,Mpumalanga,eMalahleni,Mass Market,2025-05-11,Medium,Unemployed,17802,True
C000558,Ayanda,Pillay,1961-10-12,Male,North West,Mahikeng,Emerging Affluent,2023-12-15,Low,Employed,372822,True
C000559,Kagiso,Radebe,1959-01-18,Female,Limpopo,Tzaneen,Emerging Affluent,2023-09-01,Medium,Employed,322654,True
C000560,Lerato,Jacobs,1956-06-30,Male,KwaZulu-Natal,Umhlanga,Emerging Affluent,2025-01-11,Low,Employed,644054,True
C000561,Karabo,Molefe,1974-09-09,Male,Gauteng,Midrand,Emerging Affluent,2024-03-12,Low,Employed,332029,True
C000562,Naledi,Nkosi,1956-03-21,Male,Gauteng,Pretoria,Emerging Affluent,2026-05-20,Low,Retired,431271,True
C000563,Daniel,Botha,1988-07-30,Male,Eastern Cape,Gqeberha,Mass Market,2022-03-09,High,Employed,102933,False
C000564,Ruan,Dlamini,1985-02-28,Female,Western Cape,Cape Town,Private Banking,2023-06-03,Low,Self-Employed,1220063,True
C000565,Leah,Molefe,1967-03-06,Male,Western Cape,Bellville,Mass Market,2024-04-01,Low,Employed,242742,True
C000566,Lerato,Radebe,1965-12-13,Male,Gauteng,Johannesburg,Affluent,2022-03-15,Low,Employed,681968,True
C000567,Imran,Daniels,1957-07-20,Female,Gauteng,Sandton,Affluent,2026-04-09,Medium,Employed,861185,True
C000568,Jason,Nkosi,1965-11-03,Female,Western Cape,George,Emerging Affluent,2025-05-07,Low,Employed,491746,True
C000569,Priya,Mokoena,1994-05-13,Male,KwaZulu-Natal,Durban,Mass Market,2026-07-14,Medium,Self-Employed,237783,True
C000570,Ayesha,Gumede,1956-04-07,Female,KwaZulu-Natal,Pietermaritzburg,Mass Market,2022-07-16,Medium,Student,49143,True
C000571,Lerato,Smith,1999-04-30,Male,Gauteng,Pretoria,Affluent,2023-08-25,Medium,Employed,797645,False
C000572,Ruan,Radebe,1964-01-03,Male,Mpumalanga,eMalahleni,Emerging Affluent,2025-12-06,Low,Employed,421143,True
C000573,Zanele,Cele,2006-01-24,Male,Gauteng,Soweto,Mass Market,2025-07-07,Medium,Unemployed,31208,True
C000574,Imran,Molefe,2000-11-27,Male,Western Cape,George,Mass Market,2025-11-11,Medium,Retired,203686,True
C000575,Muhammad,Ndlovu,2002-10-01,Female,North West,Rustenburg,Emerging Affluent,2023-04-07,Low,Retired,372934,True
C000576,Ayanda,Molefe,1973-03-27,Male,Western Cape,George,Emerging Affluent,2024-08-04,High,Employed,362861,True
C000577,Karabo,Adams,1967-10-21,Female,Gauteng,Midrand,Mass Market,2024-12-30,Medium,Employed,106859,True
C000578,Ayesha,Govender,1958-02-19,Female,North West,Mahikeng,Affluent,2025-04-06,Low,Employed,930135,True
C000579,Muhammad,Jacobs,1987-04-16,Female,Western Cape,Bellville,Emerging Affluent,2024-02-20,Low,Retired,550946,True
C000580,Leah,Williams,1984-06-20,Female,North West,Mahikeng,Emerging Affluent,2022-07-25,Medium,Employed,411613,False
C000581,Naledi,Daniels,1981-01-18,Female,Western Cape,George,Emerging Affluent,2025-05-09,Low,Self-Employed,357376,True
C000582,Zanele,Williams,2003-12-27,Male,Gauteng,Soweto,Mass Market,2024-10-18,Medium,Employed,128799,True
C000583,Priya,Smith,1974-04-05,Male,Gauteng,Johannesburg,Emerging Affluent,2024-07-17,Medium,Employed,281713,True
C000584,Imran,Radebe,1961-05-08,Male,Gauteng,Midrand,Emerging Affluent,2026-06-25,Low,Employed,283951,True
C000585,Imran,Naidoo,1950-04-02,Female,Limpopo,Polokwane,Affluent,2022-01-18,Low,Employed,914640,True
C000586,Ethan,Botha,1972-11-02,Female,Eastern Cape,Mthatha,Emerging Affluent,2026-04-18,Low,Retired,533280,True
C000587,Thabo,Molefe,1978-04-24,Male,Mpumalanga,eMalahleni,Emerging Affluent,2025-07-28,Low,Retired,339777,True
C000588,Ayesha,Williams,1968-10-13,Female,Western Cape,Cape Town,Emerging Affluent,2023-06-28,Medium,Employed,367816,True
C000589,Ayesha,Brown,1999-07-07,Female,Gauteng,Centurion,Mass Market,2026-04-11,High,Student,50319,True
C000590,Mpho,Dlamini,1956-07-29,Female,North West,Mahikeng,Emerging Affluent,2023-05-04,Medium,Self-Employed,357704,True
C000591,Mpho,Adams,1959-11-13,Female,Gauteng,Pretoria,Mass Market,2022-06-26,Medium,Student,15522,True
C000592,Neo,Jacobs,1951-10-07,Male,Gauteng,Johannesburg,Mass Market,2023-05-25,High,Self-Employed,226496,True
C000593,Ruan,Gumede,1999-12-30,Male,Gauteng,Midrand,Mass Market,2025-11-03,Low,Employed,242639,True
C000594,Naledi,Nkosi,1953-11-25,Male,Gauteng,Johannesburg,Mass Market,2024-03-13,High,Unemployed,12021,True
C000595,Tshepo,Nkosi,2000-07-31,Female,Western Cape,Paarl,Emerging Affluent,2023-10-11,Medium,Self-Employed,328355,True
C000596,Jason,Ndlovu,1961-02-05,Male,Western Cape,Bellville,Mass Market,2023-12-05,Medium,Employed,246282,True
C000597,Ayesha,Jacobs,2002-06-13,Male,Limpopo,Polokwane,Emerging Affluent,2026-02-23,Medium,Employed,327006,True
C000598,Priya,Meyer,1990-01-14,Male,Western Cape,Bellville,Emerging Affluent,2022-12-07,Low,Employed,419249,True
C000599,Thabo,Molefe,1951-09-06,Female,KwaZulu-Natal,Pietermaritzburg,Emerging Affluent,2025-12-19,Low,Self-Employed,407429,True
C000600,Nomsa,Williams,2003-01-28,Male,KwaZulu-Natal,Umhlanga,Emerging Affluent,2023-08-19,Low,Employed,288361,True
C000601,Ayesha,Patel,1979-02-02,Male,Gauteng,Soweto,Mass Market,2023-01-27,Medium,Employed,86983,True
C000602,Karabo,Ndlovu,1992-08-26,Female,Western Cape,Stellenbosch,Affluent,2025-10-26,Medium,Self-Employed,715524,True
C000603,Kagiso,Smith,1990-05-06,Female,KwaZulu-Natal,Richards Bay,Mass Market,2025-11-03,Medium,Unemployed,64912,True
C000604,Priya,Smith,1971-05-05,Female,Western Cape,Stellenbosch,Mass Market,2022-06-25,Medium,Self-Employed,231749,False
C000605,Ayesha,Meyer,1985-10-07,Male,KwaZulu-Natal,Umhlanga,Emerging Affluent,2025-02-28,Low,Self-Employed,581859,True
C000606,Daniel,Meyer,1999-09-24,Female,Eastern Cape,Gqeberha,Affluent,2022-05-11,Low,Employed,947525,True
C000607,Priya,Adams,1959-04-19,Female,Gauteng,Sandton,Mass Market,2025-03-11,High,Student,57337,True
C000608,Leah,Naidoo,1953-06-13,Female,North West,Rustenburg,Emerging Affluent,2023-11-02,Low,Employed,535858,True
C000609,Ayanda,Meyer,1975-07-05,Female,Western Cape,Cape Town,Emerging Affluent,2022-01-12,Medium,Employed,406051,True
C000610,Tshepo,Jacobs,1995-11-01,Female,Mpumalanga,Mbombela,Emerging Affluent,2026-03-14,Low,Retired,462110,True
C000611,Tshepo,Adams,2000-12-12,Female,Western Cape,Cape Town,Mass Market,2024-05-30,High,Student,83863,True
C000612,Karabo,Gumede,1982-04-20,Female,North West,Mahikeng,Emerging Affluent,2023-04-16,Low,Self-Employed,584893,False
C000613,Muhammad,Jacobs,1955-10-10,Male,KwaZulu-Natal,Durban,Mass Market,2022-11-04,Medium,Employed,188189,True
C000614,Karabo,Govender,1998-10-12,Female,Gauteng,Midrand,Mass Market,2025-05-20,Medium,Student,86615,True
C000615,Ayanda,Dlamini,1997-08-18,Male,Gauteng,Johannesburg,Emerging Affluent,2026-02-26,Medium,Employed,285719,True
C000616,Neo,Dlamini,1980-01-15,Male,KwaZulu-Natal,Richards Bay,Emerging Affluent,2022-08-08,Low,Employed,301249,True
C000617,Priya,Daniels,1974-01-06,Male,Western Cape,Paarl,Emerging Affluent,2022-02-19,Low,Self-Employed,591212,True
C000618,Sibusiso,Smith,1988-05-24,Female,Gauteng,Pretoria,Emerging Affluent,2023-01-31,Medium,Employed,472536,True
C000619,Kayla,Meyer,1985-08-22,Male,Gauteng,Midrand,Emerging Affluent,2026-01-20,Low,Retired,493083,True
C000620,Leah,Radebe,2001-10-20,Female,Gauteng,Johannesburg,Mass Market,2024-04-23,Low,Employed,256838,True
C000621,Megan,Khumalo,1964-02-09,Female,Western Cape,Paarl,Mass Market,2023-10-18,Low,Employed,222255,True
C000622,Kagiso,Williams,1993-06-16,Male,Gauteng,Johannesburg,Mass Market,2025-03-08,High,Employed,220176,True
C000623,Tshepo,Meyer,1984-10-06,Female,KwaZulu-Natal,Umhlanga,Emerging Affluent,2022-11-21,Medium,Employed,284863,True
C000624,Karabo,Govender,1951-03-19,Male,Western Cape,George,Mass Market,2024-06-02,Low,Unemployed,19403,True
C000625,Naledi,Adams,1992-08-24,Female,Mpumalanga,Mbombela,Emerging Affluent,2025-02-06,Low,Self-Employed,553069,True
C000626,Karabo,Williams,1970-10-24,Male,Western Cape,Stellenbosch,Mass Market,2023-09-22,Medium,Unemployed,72588,True
C000627,Jason,Adams,1975-10-24,Female,Western Cape,Stellenbosch,Mass Market,2024-09-11,Medium,Student,10609,False
C000628,Neo,Adams,1978-06-07,Female,Gauteng,Midrand,Emerging Affluent,2022-05-30,Medium,Self-Employed,416737,True
C000629,Sibusiso,Cele,1992-10-18,Female,Free State,Welkom,Mass Market,2024-12-13,Low,Employed,236003,True
C000630,Neo,Botha,2005-07-04,Male,North West,Mahikeng,Mass Market,2022-11-26,Low,Employed,201863,True
C000631,Neo,Patel,1998-02-20,Male,Western Cape,Stellenbosch,Emerging Affluent,2022-01-26,Low,Self-Employed,548926,True
C000632,Jason,Botha,1962-05-05,Male,Gauteng,Sandton,Mass Market,2022-01-13,Low,Student,58965,True
C000633,Fatima,Gumede,2002-04-05,Female,Western Cape,George,Emerging Affluent,2023-07-13,Low,Employed,525357,True
C000634,Tshepo,Meyer,1996-02-13,Female,Limpopo,Tzaneen,Emerging Affluent,2023-11-23,Low,Employed,323994,True
C000635,Naledi,Govender,1981-04-05,Female,Gauteng,Pretoria,Emerging Affluent,2025-10-02,Low,Employed,392010,True
C000636,Kayla,Khumalo,1999-08-03,Male,KwaZulu-Natal,Umhlanga,Emerging Affluent,2022-04-29,Low,Employed,393920,True
C000637,Jason,Jacobs,1988-07-18,Male,Eastern Cape,Gqeberha,Emerging Affluent,2025-10-08,Low,Retired,393030,False
C000638,Ruan,Botha,1994-06-16,Female,Gauteng,Sandton,Mass Market,2025-09-23,Low,Student,29446,True
C000639,Ayesha,Naidoo,1999-03-22,Male,Western Cape,Bellville,Emerging Affluent,2023-02-09,Low,Self-Employed,523316,True
C000640,Ethan,Khumalo,1982-10-17,Male,Gauteng,Soweto,Mass Market,2025-02-06,Medium,Unemployed,83176,False
C000641,Naledi,Nkosi,1988-03-08,Male,Gauteng,Sandton,Emerging Affluent,2026-01-20,Low,Employed,487444,True
C000642,Sipho,Botha,1991-05-27,Male,Limpopo,Tzaneen,Emerging Affluent,2022-12-30,Low,Employed,370508,True
C000643,Kayla,Naidoo,1959-07-21,Male,Gauteng,Johannesburg,Mass Market,2024-11-10,Medium,Unemployed,8992,True
C000644,Ayanda,Botha,1985-12-11,Male,Gauteng,Pretoria,Mass Market,2022-07-22,High,Retired,146139,True
C000645,Jason,Williams,1958-03-30,Female,KwaZulu-Natal,Durban,Mass Market,2022-09-20,Medium,Self-Employed,246717,True
C000646,Kayla,Patel,1983-03-16,Female,Limpopo,Polokwane,Affluent,2026-06-08,Low,Employed,711560,True
C000647,Naledi,Williams,1990-05-08,Female,Eastern Cape,Gqeberha,Mass Market,2022-08-17,Medium,Employed,204442,True
C000648,Tshepo,Brown,1994-10-11,Male,Western Cape,George,Emerging Affluent,2026-07-08,Low,Self-Employed,417653,True
C000649,Tshepo,Khumalo,1977-06-02,Female,Gauteng,Sandton,Mass Market,2024-10-22,High,Employed,161943,True
C000650,Karabo,Cele,1961-05-24,Male,KwaZulu-Natal,Umhlanga,Mass Market,2023-09-08,Medium,Student,2370,True
C000651,Ethan,Jacobs,1978-11-10,Male,KwaZulu-Natal,Durban,Emerging Affluent,2023-11-28,Medium,Employed,392255,True
C000652,Tshepo,Nkosi,2002-03-11,Male,Mpumalanga,Mbombela,Mass Market,2025-04-02,Medium,Unemployed,76868,True
C000653,Muhammad,Patel,1955-09-14,Female,KwaZulu-Natal,Pietermaritzburg,Emerging Affluent,2025-09-03,Low,Employed,642382,True
C000654,Megan,Khumalo,1969-11-12,Male,Mpumalanga,eMalahleni,Mass Market,2024-02-25,Medium,Unemployed,95103,True
C000655,Tshepo,Khumalo,1991-09-26,Male,KwaZulu-Natal,Pietermaritzburg,Emerging Affluent,2024-08-26,Low,Self-Employed,399628,True
C000656,Kayla,Brown,1953-06-01,Female,Western Cape,George,Emerging Affluent,2025-11-19,Low,Employed,343639,True
C000657,Naledi,Radebe,1967-08-10,Male,KwaZulu-Natal,Pietermaritzburg,Mass Market,2024-07-28,Medium,Employed,64160,True
C000658,Ruan,Williams,1950-02-16,Female,Western Cape,George,Emerging Affluent,2025-06-02,Low,Employed,312131,True
C000659,Tshepo,Dlamini,2000-10-12,Female,Western Cape,Cape Town,Mass Market,2024-05-14,Medium,Employed,171317,True
C000660,Nomsa,Radebe,1983-08-26,Female,KwaZulu-Natal,Umhlanga,Emerging Affluent,2022-02-25,Low,Employed,518582,True
C000661,Mpho,Mokoena,1987-12-24,Female,Western Cape,Stellenbosch,Mass Market,2025-12-09,Medium,Employed,102016,True
C000662,Ethan,Khan,1974-11-16,Male,KwaZulu-Natal,Umhlanga,Mass Market,2022-06-06,Medium,Employed,209498,True
C000663,Jason,Botha,1993-07-27,Male,Mpumalanga,eMalahleni,Mass Market,2024-05-17,High,Self-Employed,270850,True
C000664,Priya,Patel,1984-07-28,Female,KwaZulu-Natal,Durban,Small Business,2022-03-26,Low,Self-Employed,854040,True
C000665,Kayla,Gumede,1991-10-26,Male,Eastern Cape,Mthatha,Emerging Affluent,2024-04-15,Low,Retired,322763,True
C000666,Ayesha,Meyer,1993-03-13,Female,Western Cape,Bellville,Emerging Affluent,2024-12-14,Medium,Self-Employed,312103,True
C000667,Karabo,Khan,2000-04-10,Female,Gauteng,Johannesburg,Emerging Affluent,2023-10-31,Low,Employed,518890,True
C000668,Mpho,Adams,2006-04-30,Female,Western Cape,Stellenbosch,Mass Market,2025-08-24,Medium,Employed,277912,True
C000669,Imran,Patel,1977-09-08,Female,KwaZulu-Natal,Umhlanga,Emerging Affluent,2023-05-26,Low,Self-Employed,362607,True
C000670,Jason,Jacobs,2005-10-28,Male,Western Cape,Stellenbosch,Emerging Affluent,2022-11-22,Low,Employed,481182,True
C000671,Ruan,Daniels,1952-06-30,Female,Gauteng,Midrand,Emerging Affluent,2023-07-06,Low,Employed,325724,True
C000672,Priya,Smith,1986-09-08,Female,Western Cape,George,Emerging Affluent,2024-01-31,Low,Employed,477343,True
C000673,Neo,Mokoena,1962-08-08,Female,Western Cape,Cape Town,Mass Market,2023-09-15,Medium,Employed,216350,True
C000674,Naledi,Daniels,1968-05-29,Male,Northern Cape,Kimberley,Mass Market,2022-10-08,Medium,Employed,259680,True
C000675,Imran,Radebe,1987-11-01,Female,Eastern Cape,East London,Emerging Affluent,2022-03-27,Medium,Self-Employed,293661,True
C000676,Ethan,Meyer,1982-04-29,Male,Gauteng,Centurion,Mass Market,2026-02-02,Medium,Employed,264695,True
C000677,Sipho,Khan,1969-09-28,Female,Western Cape,Stellenbosch,Affluent,2022-10-21,Medium,Employed,1190777,True
C000678,Leah,Govender,1964-10-06,Male,Western Cape,Bellville,Mass Market,2025-07-01,Medium,Unemployed,56952,True
C000679,Muhammad,Khan,1987-07-19,Female,Gauteng,Midrand,Emerging Affluent,2024-10-29,Low,Employed,469378,True
C000680,Leah,Mokoena,1955-07-10,Male,Gauteng,Sandton,Emerging Affluent,2023-06-04,Medium,Employed,383683,True
C000681,Mpho,Govender,1964-11-29,Female,Mpumalanga,eMalahleni,Mass Market,2022-05-09,High,Employed,112668,True
C000682,Zanele,Radebe,1956-02-27,Female,Western Cape,Cape Town,Emerging Affluent,2025-06-26,Low,Employed,513824,True
C000683,Fatima,Ndlovu,1983-04-20,Male,Gauteng,Midrand,Emerging Affluent,2025-06-19,Low,Employed,363572,True
C000684,Tshepo,Adams,1978-08-15,Male,Gauteng,Johannesburg,Emerging Affluent,2023-01-12,Low,Employed,346762,True
C000685,Neo,Adams,1996-11-02,Male,KwaZulu-Natal,Umhlanga,Emerging Affluent,2025-05-27,Low,Employed,312513,True
C000686,Fatima,Brown,1976-04-18,Female,Western Cape,Cape Town,Mass Market,2022-01-24,Medium,Self-Employed,265264,True
C000687,Nomsa,Radebe,1980-04-11,Male,Gauteng,Soweto,Emerging Affluent,2023-07-31,Low,Employed,405959,True
C000688,Ayesha,Khumalo,1960-06-29,Female,Gauteng,Pretoria,Emerging Affluent,2025-11-26,Low,Employed,436746,True
C000689,Nomsa,Patel,2005-10-08,Female,KwaZulu-Natal,Richards Bay,Emerging Affluent,2024-12-23,Medium,Employed,340962,True
C000690,Karabo,Botha,1974-05-03,Male,Gauteng,Pretoria,Mass Market,2026-01-12,Low,Employed,169366,True
C000691,Megan,Adams,2006-11-14,Male,North West,Rustenburg,Emerging Affluent,2026-03-05,Low,Self-Employed,461160,True
C000692,Mpho,Adams,1963-07-30,Female,North West,Rustenburg,Mass Market,2022-01-04,Medium,Employed,165269,True
C000693,Megan,Daniels,2003-03-14,Male,North West,Rustenburg,Mass Market,2022-02-06,Low,Unemployed,53153,True
C000694,Megan,Nkosi,1977-06-03,Male,Gauteng,Centurion,Emerging Affluent,2025-06-15,Low,Self-Employed,622615,True
C000695,Ethan,Pillay,1993-04-19,Male,KwaZulu-Natal,Pietermaritzburg,Mass Market,2025-03-20,Low,Self-Employed,250162,True
C000696,Mpho,Brown,2000-03-14,Male,Northern Cape,Upington,Emerging Affluent,2024-11-29,Medium,Self-Employed,492899,True
C000697,Ruan,Williams,2005-08-05,Male,Gauteng,Johannesburg,Emerging Affluent,2023-07-06,Medium,Retired,410197,True
C000698,Karabo,Govender,1996-02-17,Female,Gauteng,Centurion,Mass Market,2026-04-19,Low,Employed,99363,True
C000699,Muhammad,Smith,1966-10-27,Female,North West,Rustenburg,Emerging Affluent,2025-07-07,Low,Employed,328408,True
C000700,Anika,Khan,1953-03-08,Male,Eastern Cape,Mthatha,Mass Market,2026-05-11,Medium,Unemployed,56916,True
C000701,Leah,Adams,1970-01-21,Female,Gauteng,Centurion,Mass Market,2023-04-21,Medium,Student,87897,True
C000702,Fatima,Govender,2002-09-23,Male,North West,Mahikeng,Emerging Affluent,2024-08-06,Low,Retired,391167,True
C000703,Tshepo,Radebe,1997-11-02,Male,Gauteng,Centurion,Mass Market,2024-02-02,Medium,Student,53296,True
C000704,Nomsa,Khumalo,1971-03-06,Male,Gauteng,Sandton,Mass Market,2023-12-11,Low,Self-Employed,185633,True
C000705,Megan,Botha,1986-12-07,Male,KwaZulu-Natal,Richards Bay,Emerging Affluent,2024-09-29,Low,Employed,459387,True
C000706,Priya,Khan,1965-08-07,Male,Gauteng,Pretoria,Mass Market,2024-08-02,Low,Employed,202464,False
C000707,Fatima,Gumede,1956-06-18,Female,Gauteng,Centurion,Emerging Affluent,2025-08-15,Low,Employed,296117,True
C000708,Mpho,Radebe,1962-11-15,Male,Gauteng,Centurion,Mass Market,2023-11-18,High,Student,77776,True
C000709,Sibusiso,Cele,2006-07-17,Male,Mpumalanga,eMalahleni,Emerging Affluent,2022-02-18,Low,Employed,467072,True
C000710,Sibusiso,Radebe,1986-08-18,Female,North West,Rustenburg,Emerging Affluent,2023-04-28,Low,Self-Employed,315755,True
C000711,Ayanda,Dlamini,1955-09-24,Female,Limpopo,Polokwane,Emerging Affluent,2025-05-13,Low,Employed,316782,True
C000712,Karabo,Daniels,1950-01-07,Male,Western Cape,Bellville,Emerging Affluent,2022-09-24,Low,Employed,622656,True
C000713,Sipho,Khan,1969-04-25,Female,KwaZulu-Natal,Richards Bay,Affluent,2025-11-10,Low,Employed,682828,True
C000714,Priya,Mokoena,2002-01-18,Female,Western Cape,George,Emerging Affluent,2023-03-26,Medium,Retired,525218,True
C000715,Leah,Patel,1981-08-12,Female,Gauteng,Soweto,Emerging Affluent,2025-05-25,Medium,Employed,364110,True
C000716,Ethan,Williams,1962-03-14,Female,Limpopo,Polokwane,Emerging Affluent,2023-06-05,Medium,Self-Employed,518913,True
C000717,Anika,Nkosi,1967-02-03,Male,KwaZulu-Natal,Umhlanga,Mass Market,2023-07-30,Low,Employed,126296,True
C000718,Leah,Adams,2006-11-27,Male,Free State,Bloemfontein,Emerging Affluent,2023-07-11,Medium,Employed,580741,True
C000719,Imran,Williams,1998-09-12,Female,KwaZulu-Natal,Richards Bay,Mass Market,2023-11-04,Low,Employed,241243,True
C000720,Ayanda,Gumede,1951-01-22,Female,Western Cape,Cape Town,Mass Market,2025-03-04,Low,Employed,160697,True
C000721,Fatima,Williams,1980-12-29,Female,KwaZulu-Natal,Umhlanga,Mass Market,2024-05-31,High,Student,52794,True
C000722,Ayesha,Khan,1958-02-08,Male,Western Cape,Stellenbosch,Mass Market,2026-02-27,Low,Unemployed,30460,True
C000723,Ayanda,Ndlovu,1958-03-05,Female,Gauteng,Pretoria,Emerging Affluent,2024-09-27,Low,Self-Employed,647199,True
C000724,Ruan,Dlamini,1988-09-21,Female,Western Cape,Cape Town,Mass Market,2025-12-05,Low,Student,9970,True
C000725,Priya,Molefe,1975-03-26,Female,KwaZulu-Natal,Umhlanga,Emerging Affluent,2026-07-16,Low,Employed,551067,True
